"cc_saldo_atual","cc_saldo_medio","credit_card_limite","qtd_fin_imobiliario","qtd_mensal_cheques","qtd_pag_automovel","qtd_trans_atm","qtd_trans_kiosk","qtd_trans_teller","qtd_trans_web","retirada_mensal","valor_fin_imobiliario","valor_fundos_bancarios","classe_ltv","ltv","estado","estado_civil","idade","n_dependentes","profissao","proprietario_casa","proprietario_veiculo","regiao","salario","sexo","tem_filho","tem_seguro_imobiliario","tempo_cliente_anos","nome_sobrenome"
25,0,1500,1,0,506,0,1,1,1300,53.06,1300,0,"high",28525.75,"ca","married",46,1,"prof-32",1,1,"west",61703,"m",0,0,1,"gorman_anderson"
673,0,600,0,2,1229,1,1,1,720,53.09,0,2520,"medium",17335.5,"ny","single",49,0,"administrative assistant",0,1,"northeast",65742,"m",1,0,2,"ogden_tad"
25,0,800,0,0,504,0,1,0,0,53.06,0,0,"medium",17971.25,"ca","single",67,0,"nurse",0,1,"west",61085,"m",1,0,2,"contreras_edison"
25,0,3000,1,4,3702,6,0,1,1,56.61,5000,2401,"high",24259,"ny","married",37,5,"software engineer",1,1,"northeast",72236,"f",0,1,5,"myers_marylouise"
3161,356,1000,1,12,4131,3,1,2,3535,53.27,3900,11635,"high",26783.25,"mi","divorced",53,1,"it staff",1,1,"midwest",71933,"f",1,0,1,"hoskins_janeth"
25,0,1500,1,4,1645,2,1,1,1100,53.14,1100,0,"medium",21134.25,"ca","married",61,3,"author",1,1,"west",56137,"f",1,0,4,"pickett_kathyrn"
1436,11645,1400,1,3,24484,4,0,2,5000,53.94,5000,14800,"high",23217.5,"ny","widowed",59,2,"clerical",1,1,"northeast",61270,"m",1,0,2,"keating_dannie"
25,0,1500,0,0,502,0,1,0,0,53.06,0,0,"high",23439.75,"ny","single",34,0,"nurse",0,1,"northeast",76159,"m",0,0,2,"pereira_deshawn"
188,0,1500,1,3,700,2,1,1,2500,52.98,2500,0,"high",22117.25,"ms","divorced",36,1,"prof-13",1,1,"south",58069,"f",1,0,2,"christiansen_violette"
25,0,800,1,2,592,1,1,0,547,53.09,547,0,"medium",16060.5,"ca","single",48,6,"prof-30",1,1,"west",65042,"m",1,0,4,"looney_tyrell"
25,0,1500,1,3,2594,4,1,1,600,53.56,4000,3500,"medium",20326,"dc","divorced",27,1,"it staff",1,1,"northeast",56504,"f",1,1,1,"marin_deanna"
229,0,1400,1,3,2936,6,1,3,1400,56.65,3700,8500,"high",24492.25,"ut","divorced",33,1,"veterinarian",1,1,"southwest",64769,"f",1,1,4,"major_madalyn"
25,0,1500,1,5,7679,7,1,4,1000,64.02,9500,7200,"medium",21565.25,"mi","married",32,2,"it staff",1,1,"midwest",67461,"f",1,1,1,"mcmahon_avis"
4357,0,1000,0,4,4866,4,1,1,506,53.6,0,2056,"medium",16487.5,"mi","single",31,0,"nurse",0,1,"midwest",69550,"m",1,0,2,"healy_delmer"
25,0,800,0,2,503,0,1,0,0,53.06,0,0,"high",23132,"ny","single",47,0,"nurse",0,1,"northeast",69728,"m",0,0,2,"mcclellan_prince"
85,0,2500,0,1,590,2,1,0,0,53.1,0,0,"high",28385.75,"mi","single",68,0,"nurse",0,1,"midwest",82343,"m",0,0,2,"stahl_ruben"
257,0,2500,0,18,762,1,1,0,0,53.07,0,0,"high",22949.5,"mi","single",67,0,"nurse",0,1,"midwest",60998,"m",0,0,2,"walsh_son"
25,0,1300,1,4,838,4,1,2,1233,53.68,1233,600,"high",26969.75,"mi","married",37,1,"sales representative",1,1,"midwest",57079,"f",0,1,2,"bundy_margret"
10615,0,900,1,2,11129,5,1,6,1000,54.09,2000,3400,"medium",15629.75,"ny","divorced",25,5,"veterinarian",1,1,"northeast",62519,"f",1,0,5,"ojeda_dortha"
25,0,900,1,0,504,0,1,0,781,53.06,781,0,"very high",30722,"fl","married",42,0,"nurse",1,1,"south",62088,"m",0,0,2,"gilmore_isaias"
25,0,900,1,1,377,1,1,1,5000,53.08,5000,0,"high",24829.25,"ut","widowed",57,1,"software engineer",1,1,"southwest",62517,"m",1,0,1,"warren_van"
25,0,500,0,0,505,2,1,1,0,53.11,0,0,"high",22336.5,"mo","single",46,0,"nurse",0,1,"midwest",66946,"m",0,0,2,"sanderson_darrick"
25,0,900,0,1,1457,2,1,0,0,53.11,0,0,"medium",19204.25,"ca","single",63,0,"nurse",0,1,"west",67617,"m",1,0,2,"branch_israel"
206,0,900,1,3,725,2,1,3,700,53,700,750,"high",25042,"ok","married",28,2,"programmer/developer",1,1,"midwest",60968,"m",0,0,2,"cobb_vincent"
25,0,800,1,4,622,4,3,1,300,53.94,2794,3900,"very high",32286,"ny","divorced",50,1,"it staff",1,1,"northeast",69144,"f",0,1,4,"coyle_joeann"
25,0,2500,0,1,513,1,1,0,0,53.07,0,0,"high",22960.5,"ny","single",74,1,"nurse",0,1,"northeast",68242,"m",0,0,1,"tobin_russ"
25,0,1500,0,0,506,0,1,0,0,53.06,0,0,"medium",18209,"ca","single",27,0,"nurse",0,1,"west",58036,"m",0,0,2,"dickens_millard"
6028,0,800,1,16,7794,4,0,5,4300,53.83,7000,26300,"high",24595.25,"il","widowed",67,2,"school teacher",1,1,"midwest",63581,"f",1,0,2,"jarrett_kenna"
25,0,500,0,2,713,1,1,0,0,53.07,0,0,"medium",14479.5,"ut","single",79,6,"first-line manager",0,1,"southwest",66318,"m",0,0,4,"bowie_marcus"
25,0,600,0,3,567,2,1,0,0,53.17,0,0,"medium",20766.75,"il","single",32,0,"clerical",0,1,"midwest",66267,"m",0,1,2,"childers_lynwood"
25,0,1000,1,9,590,3,1,1,2500,53.24,2500,0,"medium",21237,"ny","divorced",49,3,"truck driver",1,1,"northeast",61348,"f",1,0,4,"perkins_joanie"
25,0,1500,0,0,507,0,1,0,0,53.06,0,0,"medium",17363.75,"ca","single",23,0,"nurse",0,1,"west",56255,"m",0,0,2,"hightower_marlin"
25,27449,5000,1,1,30329,5,0,1,5000,55.06,15000,23000,"very high",32538.75,"ny","other",69,1,"it staff",1,1,"northeast",88555,"f",1,0,1,"hunt_luisa"
1926,0,800,0,4,2570,4,1,2,1500,53.45,0,5100,"medium",15781.75,"mi","single",42,0,"nurse",0,1,"midwest",58327,"m",1,0,4,"layne_lauren"
25,0,1500,1,3,2185,2,1,4,2600,52.41,2000,9800,"high",24034.5,"ny","divorced",36,1,"publisher",1,1,"northeast",67738,"f",1,1,1,"tompkins_kerrie"
25,0,2300,1,4,1068,4,1,3,500,53.4,2000,1700,"very high",30790.25,"mi","divorced",63,1,"prof-25",1,1,"midwest",83961,"f",1,0,1,"whitley_mechelle"
1070,0,1300,1,5,2022,4,0,2,300,53.66,1500,1600,"low",0,"ny","married",0,3,"prof-63",1,1,"northeast",66857,"f",1,0,4,"vogel_davina"
25,0,800,0,4,1707,2,1,1,0,53.11,0,0,"high",22574.75,"ca","single",43,0,"prof-46",0,1,"west",69099,"m",0,0,2,"garrett_patrick"
25,0,1500,1,0,0,0,1,1,3000,53.06,3000,0,"high",25646.5,"oh","divorced",35,0,"prof-7",1,1,"midwest",64586,"m",1,0,2,"novak_richard"
25,0,1000,1,2,2206,2,1,3,250,53.16,1500,950,"high",29252.25,"mi","married",35,1,"prof-29",1,1,"midwest",63009,"f",0,0,4,"mcclelland_jenee"
4103,0,1500,1,1,7226,4,0,1,531,53.62,1509,2151,"high",23328.25,"ca","married",72,3,"author",1,1,"west",60513,"f",1,0,4,"vick_kandace"
25,0,3500,1,0,431,1,1,1,7000,53.08,7000,2201,"high",28599.5,"ca","widowed",55,1,"software engineer",1,1,"west",58398,"f",0,0,1,"oakley_berry"
25,0,1000,1,0,0,0,1,2,3680,53.06,3680,0,"high",29553,"ca","divorced",47,1,"dba",1,1,"west",65412,"f",0,0,1,"darby_carl"
2535,0,1000,1,18,2720,2,1,2,1000,53.11,1000,450,"medium",19349.25,"ny","married",24,3,"programmer/developer",1,1,"northeast",65797,"m",1,1,3,"morris_claud"
25,0,1000,1,0,0,0,1,0,1500,53.06,1500,0,"high",27355.25,"ny","married",39,3,"prof-13",1,1,"northeast",71821,"m",0,0,3,"branch_lesley"
25,0,3500,1,0,0,0,1,1,7000,53.06,7000,0,"high",26090,"ny","married",40,1,"it staff",1,1,"northeast",46360,"f",0,0,5,"randle_crystal"
7544,0,1000,0,14,8082,4,1,2,0,53.4,0,250,"low",12319.75,"ny","single",23,3,"programmer/developer",0,1,"northeast",58079,"m",0,0,3,"blackman_erin"
427,12214,5000,1,3,52378,5,0,5,3500,54.13,38974,24500,"very high",34247.25,"ca","other",71,1,"homemaker",1,1,"west",94589,"f",1,0,1,"kilgore_natacha"
25,0,1000,0,1,0,2,8,3,0,53.11,0,750,"low",12866.25,"mi","single",24,3,"programmer/developer",0,0,"midwest",59865,"m",0,1,3,"snow_zachariah"
25,0,1000,0,18,127,1,1,2,0,53.08,0,500,"low",12796.5,"mn","single",21,3,"programmer/developer",0,1,"west",60786,"m",0,0,3,"huddleston_antoine"
25,0,1500,0,2,0,1,1,0,0,53.07,0,0,"medium",20332,"ca","single",22,0,"prof-28",0,0,"west",68528,"m",0,0,2,"stanley_garret"
25,0,1500,1,1,0,1,1,0,352,53.07,352,0,"high",22645.25,"ny","single",24,3,"sales representative",1,1,"northeast",58981,"m",0,0,3,"post_jude"
25,0,2500,1,0,0,1,1,0,448,53.07,448,0,"high",25448,"ny","single",23,1,"sales representative",1,1,"northeast",58592,"f",0,0,1,"high_fransisca"
25,0,1000,1,2,869,4,1,1,2000,53.94,2000,1900,"medium",15696.25,"ny","divorced",39,5,"lab technician",1,1,"northeast",57185,"f",1,1,5,"melvin_gwendolyn"
96,0,1000,0,15,159,2,1,3,0,53.03,0,750,"medium",14469,"ny","single",22,3,"programmer/developer",0,1,"northeast",67076,"m",0,0,3,"hurley_hunter"
25,0,1000,1,1,0,5,1,1,1000,54.46,1000,0,"medium",20549.25,"nc","married",22,3,"programmer/developer",1,1,"south",71397,"m",1,0,3,"walker_reinaldo"
25,0,700,1,5,334,3,1,2,780,53.24,780,550,"high",25191.5,"ny","married",48,1,"construction laborer",1,1,"northeast",67566,"m",1,0,1,"upton_greg"
25,0,5000,1,1,0,2,1,1,6600,52.69,6600,0,"high",28584.75,"ca","widowed",59,1,"software engineer",1,1,"west",76739,"f",1,0,1,"becerra_lettie"
25,0,1000,1,1,0,0,1,0,250,53.06,250,0,"high",23875.75,"mi","single",22,3,"prof-12",1,1,"midwest",64703,"m",0,0,3,"garcia_bryan"
25,0,1500,1,6,607,5,1,1,3000,53.96,3000,0,"high",24636,"ca","divorced",31,1,"lab technician",1,1,"west",72144,"m",1,0,1,"pope_morton"
25,0,600,0,15,196,4,1,2,0,53.56,0,500,"low",13937,"ca","single",32,3,"programmer/developer",0,1,"west",60948,"m",0,1,3,"morgan_marquis"
25,0,1200,0,1,579,1,1,0,0,53.08,0,0,"low",0,"ny","single",0,0,"administrative assistant",0,1,"northeast",58456,"m",0,0,2,"greenberg_rafael"
25,0,1500,1,15,113,2,1,2,1000,53.04,1000,500,"high",26104.5,"ny","married",18,3,"administrative assistant",1,1,"northeast",75218,"m",0,1,3,"bunch_mckinley"
25,0,1500,0,1,0,1,1,0,0,53.07,0,0,"medium",18932,"nv","single",28,0,"first-line manager",0,0,"southwest",60528,"m",0,0,2,"bravo_julius"
25,0,700,0,4,0,1,1,0,0,53.08,0,0,"medium",19305.25,"mi","single",34,0,"nurse",0,0,"midwest",59621,"m",0,0,2,"shirley_kim"
25,0,1500,1,0,0,0,1,1,1000,53.06,1000,0,"medium",21988.25,"ny","married",24,1,"it staff",1,1,"northeast",64353,"f",1,0,1,"weir_marylou"
25,0,1500,1,0,0,0,1,0,700,53.06,700,0,"high",24259.5,"la","married",33,1,"childcare worker",1,1,"south",69838,"m",1,0,1,"rojas_brenton"
25,0,800,1,8,121,3,1,3,1123,53.26,1123,901,"very high",30461,"ca","married",46,1,"waiter/waitress",1,1,"west",69444,"f",0,0,1,"peralta_pearlie"
25,0,900,0,2,560,4,0,5,3691,53.61,0,16141,"medium",14597.75,"ny","single",80,3,"clerical",0,1,"northeast",62391,"m",1,0,4,"snider_myron"
99,0,1000,0,16,109,2,2,2,0,53.01,0,550,"low",13537.5,"il","single",29,3,"programmer/developer",0,1,"midwest",60550,"m",0,0,3,"hancock_donnell"
265,0,700,0,17,278,3,3,2,0,53.18,0,650,"medium",16816.5,"ny","single",32,1,"programmer/developer",0,1,"northeast",60466,"m",0,0,1,"staton_grady"
25,0,800,1,4,14975,8,0,5,4600,73.61,6705,24600,"high",24764.25,"mi","widowed",60,1,"software engineer",1,1,"midwest",61057,"f",1,1,1,"bruno_nerissa"
25,0,1000,1,0,357,4,1,2,250,53.83,250,600,"high",24796.25,"ny","single",26,3,"programmer/developer",1,1,"northeast",66785,"m",0,1,3,"hunt_jarrett"
25,0,700,0,3,0,0,1,0,0,53.06,0,0,"medium",20712.25,"ny","single",45,0,"nurse",0,0,"northeast",60849,"m",0,0,2,"gibbs_daren"
337,0,1000,2,3,687,5,1,1,250,54.34,1800,850,"very high",31532.25,"ca","married",37,3,"lab technician",2,1,"west",67329,"m",1,1,4,"stevenson_gregory"
25,0,3500,1,0,0,0,1,1,4348,53.06,4348,0,"high",29732.75,"mi","divorced",42,1,"publisher",1,1,"midwest",68131,"f",0,0,1,"ledbetter_jannet"
25,0,1000,1,3,318,5,1,2,724,54,724,650,"high",23773.75,"or","married",29,3,"programmer/developer",1,1,"west",61495,"m",0,1,3,"childress_huey"
25,0,1000,1,0,0,0,1,0,205,53.06,205,0,"high",24207,"fl","single",27,3,"nurse",1,1,"south",64028,"m",0,0,3,"clevenger_byron"
2289,0,1000,1,11,2425,2,3,2,700,53.1,700,251,"high",24942,"ca","married",21,3,"programmer/developer",1,1,"west",69368,"m",0,0,3,"maddox_elliott"
25,0,1000,1,15,723,5,1,3,1350,54.75,1350,1050,"high",22587.75,"ny","married",29,1,"dentist",1,1,"northeast",64751,"m",1,1,1,"rasmussen_gaylord"
25,0,3500,1,4,677,4,3,1,1000,53.48,5100,4900,"medium",18114.25,"ny","married",31,1,"not specified",1,1,"northeast",46057,"f",1,0,1,"mcmillian_temeka"
25,0,2000,1,3,1558,5,10,1,600,55.14,4000,1600,"medium",15342.75,"ny","divorced",23,5,"prof-3",1,1,"northeast",62171,"m",1,1,5,"dodd_vance"
25,0,1600,1,7,6209,7,1,4,2000,61.99,5000,8800,"high",23951,"mi","married",38,1,"it staff",1,1,"midwest",66604,"f",1,1,1,"guinn_leeanna"
25,0,1500,1,18,1162,5,1,1,800,54.9,2520,2000,"high",27417.5,"co","divorced",35,1,"school teacher",1,1,"west",61670,"m",0,1,1,"carlton_rupert"
25,0,1500,1,12,648,5,1,1,450,54.46,3000,2710,"high",28614,"ca","divorced",63,3,"software engineer",1,1,"west",65256,"f",0,1,4,"lange_yelena"
25,0,1500,1,0,0,1,1,3,1200,53.08,1200,850,"high",22125,"mn","married",37,5,"waiter/waitress",1,1,"west",63700,"f",0,1,5,"mccarthy_stephine"
882,0,1500,1,4,1362,1,1,3,300,53.09,1600,1400,"very high",31922.75,"ny","married",49,1,"publisher",1,1,"northeast",74091,"m",0,0,1,"adams_alvaro"
25,0,1500,1,2,0,2,1,1,3000,53.04,3000,0,"high",23345.5,"wa","divorced",37,3,"prof-25",1,1,"west",56582,"m",0,0,3,"humphreys_seth"
116,0,1500,1,1,212,1,1,1,1980,53.07,1980,0,"very high",30354.75,"mi","divorced",36,1,"programmer/developer",1,1,"midwest",73019,"f",0,0,1,"caron_rubie"
25,0,1000,0,0,0,0,1,1,0,53.06,0,0,"low",12370.75,"ny","single",23,3,"programmer/developer",0,0,"northeast",58283,"m",0,0,3,"espinoza_lawerence"
25,0,1000,1,0,0,2,1,1,1000,53.05,1000,0,"medium",19826,"ny","married",30,3,"sales representative",1,1,"northeast",65304,"m",1,0,3,"griffith_len"
25,0,600,1,9,265,3,1,2,700,53.37,700,400,"high",27533.5,"ny","married",42,1,"prof-16",1,1,"northeast",59334,"m",0,1,1,"farris_spencer"
25,0,1000,1,0,0,0,1,1,1117,53.06,1117,0,"high",29485,"or","married",58,1,"author",1,1,"west",60740,"f",0,0,1,"flaherty_argentina"
25,0,1000,0,17,246,4,1,2,0,53.39,0,540,"medium",14763.5,"ca","single",21,3,"programmer/developer",0,1,"west",68654,"m",0,1,3,"mcrae_chet"
25,0,600,0,0,0,0,1,0,0,53.06,0,0,"high",22785.25,"mi","single",48,0,"construction laborer",0,0,"midwest",67941,"m",0,0,2,"thomson_donny"
25,0,2000,1,2,329,5,1,1,600,54.72,4000,3200,"low",13637.75,"mi","divorced",26,5,"it staff",1,1,"midwest",54151,"m",1,1,5,"jansen_rigoberto"
419,12034,5000,1,3,12933,4,2,5,5000,53.82,11000,22000,"high",24046.25,"ca","married",42,5,"veterinarian",1,1,"west",89385,"f",1,1,5,"gatlin_antonette"
25,0,1500,1,3,438,4,1,3,450,53.5,2919,1400,"high",27789.25,"ny","divorced",43,1,"medical doctor",1,1,"northeast",59957,"m",0,1,1,"butcher_deangelo"
25,0,3000,1,2,2856,6,2,1,1300,58.73,4600,4100,"high",24490.25,"ny","divorced",29,1,"truck driver",1,1,"northeast",72361,"f",1,1,1,"sterling_berenice"
1820,1896,1500,1,3,3783,2,3,3,2000,53.15,2000,1200,"medium",18459.25,"ny","divorced",39,3,"technical writer",1,1,"northeast",56237,"m",1,0,3,"byrne_willy"
25,0,5000,1,5,0,5,1,1,950,54.96,6000,4750,"medium",20490,"ca","married",25,5,"prof-32",1,1,"west",61960,"m",0,1,5,"sousa_clinton"
25,0,1000,0,3,213,4,2,2,0,53.46,0,500,"low",13647.25,"nc","single",20,3,"programmer/developer",0,1,"south",64589,"m",0,1,3,"choi_ellis"
130,0,1500,1,4,3040,5,2,4,2700,55.08,3000,8100,"high",22051.5,"ny","divorced",25,1,"prof-10",1,1,"northeast",64206,"f",1,1,1,"stevenson_lai"
25,0,3500,1,3,670,2,0,4,3100,53.1,5000,16800,"medium",21678.25,"ny","widowed",64,1,"clerical",1,1,"northeast",47113,"f",1,1,1,"lambert_criselda"
25,0,1000,1,10,345,4,1,3,1000,53.94,1000,700,"high",22370.75,"ca","married",34,1,"prof-52",1,1,"west",61883,"f",1,1,1,"christy_cameron"
13545,0,500,1,3,14141,4,0,3,1500,53.57,1500,1500,"high",23891,"ny","married",37,1,"waiter/waitress",1,1,"northeast",66764,"f",1,0,1,"beaulieu_gigi"
25,0,1500,1,1,0,0,1,0,533,53.06,533,0,"high",25648.25,"nv","single",24,3,"professor",1,1,"southwest",70993,"m",0,0,3,"bernier_carter"
25,0,1500,0,0,0,0,1,0,0,53.06,0,0,"medium",15576.25,"mi","single",26,3,"prof-6",0,0,"midwest",69905,"m",0,0,3,"dickens_trey"
25,98076,600,0,2,98590,6,0,1,3322,57.84,0,7644,"medium",15495.25,"ny","single",46,0,"prof-61",0,1,"northeast",59581,"m",1,0,2,"shipp_emilio"
25,0,700,0,0,0,0,1,0,0,53.06,0,0,"medium",21556.75,"ca","single",44,0,"prof-1",0,0,"west",64627,"m",0,0,2,"valentine_sherwood"
9943,14343,1300,1,4,26330,3,6,2,4000,53.36,6500,20500,"very high",30497.5,"ca","widowed",54,1,"publisher",1,1,"west",66390,"f",0,0,1,"bonilla_antonina"
466,0,1000,1,11,6248,5,1,3,2513,54.13,2513,1150,"very high",30987.25,"mi","divorced",48,1,"plumber",1,1,"midwest",70749,"m",0,0,1,"dutton_jon"
112,7095,1000,0,4,7226,2,9,3,0,53.11,0,750,"low",7301,"mi","single",25,3,"programmer/developer",0,1,"midwest",57204,"m",1,0,3,"huynh_scotty"
25,26370,900,1,13,29042,5,1,2,1800,54.29,1000,4450,"high",24995.25,"ca","married",43,1,"cashier",1,1,"west",68781,"m",1,0,1,"duran_donovan"
25,25915,800,0,13,26431,5,2,1,2090,54.37,0,10140,"low",13968.5,"mi","single",47,1,"prof-29",0,1,"midwest",63074,"m",1,0,1,"clifford_sid"
25,0,800,0,0,507,0,1,1,0,53.06,0,0,"medium",18616.75,"mi","single",53,0,"plumber",0,1,"midwest",69267,"m",1,0,2,"palmer_darryl"
1151,0,800,1,4,1661,2,1,2,700,53.1,700,0,"very high",30438.25,"ny","married",46,1,"construction laborer",1,1,"northeast",69353,"f",0,0,1,"schmidt_venus"
25,0,1500,1,1,125,1,1,0,500,53.07,500,0,"medium",18629.25,"ca","single",26,3,"dentist",1,1,"west",62117,"m",1,0,3,"whitmore_pablo"
25,0,800,1,4,1749,2,1,5,3700,53.14,5500,16100,"high",25574,"wi","widowed",49,1,"prof-9",1,1,"midwest",68696,"f",1,0,1,"iverson_kala"
25,0,1500,1,4,251,3,2,3,2000,53.33,2000,1200,"high",22223.25,"ca","divorced",39,3,"prof-49",1,1,"west",69293,"m",1,1,4,"steele_johnathan"
25,0,1500,1,4,914,5,1,3,2000,55.13,2000,1850,"medium",20763.5,"dc","divorced",35,3,"cashier",1,1,"northeast",67054,"m",1,1,3,"schultz_sterling"
25,0,1500,0,0,503,0,0,0,0,53.06,0,0,"low",0,"ny","single",0,0,"administrative assistant",0,1,"northeast",74494,"m",0,0,2,"hopper_jim"
25,0,1500,1,16,1216,5,1,2,550,54.52,3500,3000,"medium",21231.75,"wi","divorced",23,3,"it staff",1,1,"midwest",73727,"m",1,1,3,"witherspoon_caleb"
25,0,800,2,0,0,2,1,1,5000,52.77,5000,0,"very high",34040,"dc","married",46,1,"cashier",2,1,"northeast",63760,"m",1,0,1,"curran_jess"
93,0,1500,1,16,120,2,1,2,600,53.11,600,500,"high",24414,"wa","single",28,3,"waiter/waitress",1,1,"west",62456,"m",0,0,4,"lackey_carmine"
7027,0,800,1,3,7897,3,1,0,3800,53.18,3800,0,"medium",20202.25,"ca","divorced",41,3,"cashier",1,1,"west",60409,"m",1,0,4,"suggs_emanuel"
27,0,3500,1,3,1312,6,1,1,850,56.69,5000,4900,"high",28141.5,"fl","married",31,1,"law enforcement officer",1,1,"south",66166,"f",0,1,1,"linn_louie"
130,0,1000,1,2,477,5,1,3,1800,54.42,1800,1350,"medium",16042.75,"ny","married",27,5,"dentist",1,1,"northeast",63371,"f",1,1,5,"bryan_leeanne"
25,0,700,1,0,0,0,1,0,1000,53.06,1000,0,"medium",19238.25,"nv","married",33,3,"truck driver",1,1,"southwest",61753,"m",1,0,3,"fulton_broderick"
25,0,1000,1,4,0,3,1,0,2600,53.26,2600,0,"high",24822.25,"ny","divorced",31,1,"homemaker",1,1,"northeast",66889,"f",1,0,4,"figueroa_tammie"
25,56297,500,1,17,59437,6,3,7,3000,57.7,15000,12500,"high",24467.75,"wa","other",47,1,"it staff",1,1,"west",65071,"f",1,1,1,"bateman_analisa"
89,0,1000,1,1,361,4,1,1,400,53.74,2000,2000,"high",25515.75,"wi","divorced",37,3,"programmer/developer",1,1,"midwest",63263,"f",0,1,4,"hollis_hui"
25,0,1000,1,1,265,3,1,1,350,53.21,2000,1950,"high",22061,"ca","divorced",39,1,"secretary",1,1,"west",58644,"f",1,0,1,"bradshaw_leesa"
25,0,700,2,1,0,0,1,0,450,53.06,450,0,"very high",35612,"ny","single",44,3,"nurse",2,1,"northeast",62848,"m",0,0,3,"sheppard_frank"
25,973,1000,1,2,12819,4,3,2,2500,53.44,2500,800,"medium",21808,"ny","divorced",31,1,"dba",1,1,"northeast",60832,"m",1,1,1,"mann_michael"
270,0,1000,0,17,283,2,3,2,0,53.05,0,650,"low",8607,"ny","single",27,3,"programmer/developer",0,1,"northeast",61628,"m",1,0,3,"vance_drew"
25,0,700,2,0,0,0,1,1,1400,53.06,1400,0,"very high",31412.75,"ny","married",31,5,"programmer/developer",2,1,"northeast",63251,"f",0,0,5,"merrill_scarlet"
9195,0,1300,2,2,10426,4,0,1,750,53.52,2500,2550,"high",26931.5,"ca","divorced",55,5,"author",2,1,"west",55726,"f",1,0,5,"curry_berneice"
25,0,900,1,2,607,3,0,2,350,53.22,350,550,"medium",18908,"ca","single",24,3,"programmer/developer",1,1,"west",64032,"m",1,1,3,"tobin_gordon"
25,0,1500,0,0,0,0,1,0,0,53.06,0,0,"low",12578.25,"ny","single",22,3,"programmer/developer",0,0,"northeast",59513,"m",0,0,3,"flynn_isaiah"
25,0,1500,1,9,1793,4,1,1,4000,53.56,4000,3750,"medium",17128.75,"mi","divorced",28,5,"clerical",1,1,"midwest",67315,"m",1,0,5,"dickens_daniel"
25,0,800,1,0,0,0,1,0,4800,53.06,4800,0,"high",22481.75,"mi","divorced",42,5,"cashier",1,1,"midwest",63127,"m",0,0,5,"hatton_jay"
3307,0,1300,1,2,3998,3,0,1,874,53.28,874,0,"high",26075.5,"ca","married",73,1,"lab technician",1,1,"west",61102,"m",1,0,1,"salinas_neal"
67,0,1500,1,13,322,2,3,2,500,53.17,500,300,"medium",18599.25,"il","single",22,3,"programmer/developer",1,1,"midwest",63597,"m",1,1,3,"high_enoch"
159,0,1500,0,0,168,2,1,0,0,52.81,0,0,"medium",18488.5,"ca","single",34,2,"waiter/waitress",0,1,"west",72354,"m",0,0,2,"mahoney_mose"
25,0,1000,0,3,161,1,1,0,0,53.08,0,0,"medium",19006.25,"ny","single",21,0,"prof-18",0,1,"northeast",63625,"m",0,0,2,"pratt_abraham"
25,0,1000,0,0,0,0,1,0,0,53.06,0,0,"medium",20800.25,"ny","single",22,0,"prof-5",0,0,"northeast",70401,"m",0,0,2,"hinds_jeromy"
25,0,1000,1,1,0,1,1,0,4000,53.07,4000,0,"high",22291.75,"dc","divorced",42,2,"nurse",1,1,"northeast",64367,"m",1,0,2,"gagne_francis"
619,0,1000,1,8,631,2,1,1,1000,53.13,1000,201,"high",22283,"ny","married",30,1,"technical writer",1,1,"northeast",63132,"f",1,0,1,"triplett_samira"
25,0,700,1,3,0,3,1,3,1000,53.33,1000,800,"medium",19756.5,"ny","married",48,4,"veterinarian",1,1,"northeast",63826,"f",1,0,4,"sheridan_kathy"
25,75693,800,2,3,76330,5,0,2,1600,55.46,4000,9500,"very high",37607,"ny","divorced",41,1,"not specified",2,1,"northeast",60028,"f",0,0,1,"moffett_kit"
25,0,1000,1,1,280,4,8,2,240,53.62,240,290,"medium",17742.5,"mi","single",23,3,"programmer/developer",1,1,"midwest",59770,"m",1,1,3,"lane_lou"
1053,0,3500,2,11,1601,1,1,1,1500,53.08,5000,9850,"high",29389.5,"mi","married",32,1,"clerical",2,1,"midwest",50758,"f",1,0,1,"magee_ricarda"
840,0,1000,1,8,916,4,3,2,1000,53.72,1000,250,"medium",20226.75,"ca","married",23,3,"programmer/developer",1,1,"west",69707,"m",1,1,3,"rosenthal_edward"
25,0,1000,1,0,0,0,1,1,3000,53.06,3000,0,"high",24258.5,"mn","divorced",35,3,"law enforcement officer",1,1,"west",61034,"m",0,0,3,"riggs_lane"
25,0,3500,1,4,2126,6,6,5,3100,55.98,5000,17100,"medium",19449,"wi","married",45,1,"clerical",1,1,"midwest",45796,"f",1,1,1,"cruz_jene"
7805,0,1500,1,4,8599,4,7,1,1500,53.41,3000,4150,"medium",19662,"ny","divorced",26,3,"programmer/developer",1,1,"northeast",66248,"m",1,0,3,"moreland_jesse"
25,0,800,1,3,523,1,1,0,1000,53.07,1000,0,"very high",32529.5,"dc","married",68,0,"waiter/waitress",1,1,"northeast",58918,"m",0,0,2,"bundy_kurtis"
25,0,700,1,0,0,0,1,0,288,53.06,288,0,"high",25060.75,"ca","single",31,3,"prof-5",1,1,"west",65843,"m",0,0,3,"pugh_alonzo"
25,0,800,1,1,1923,5,1,4,1600,54.97,4000,8800,"medium",16933,"nc","divorced",66,6,"prof-15",1,1,"south",61332,"f",1,1,4,"caldwell_margart"
25,0,800,1,0,0,0,1,1,2500,53.06,2500,0,"high",26762,"dc","divorced",46,0,"administrative assistant",1,1,"northeast",64648,"m",1,0,2,"clark_john"
